nome;email;email_corporativo;area;cargo;funcao;localidade;tempo_de_empresa;genero;geracao;n0_empresa;n1_diretoria;n2_gerencia;n3_coordenacao;n4_area;Data da Resposta;Interesse no Cargo;Comentários - Interesse no Cargo;Contribuição;Comentários - Contribuição;Aprendizado e Desenvolvimento;Comentários - Aprendizado e Desenvolvimento;Feedback;Comentários - Feedback;Interação com Gestor;Comentários - Interação com Gestor;Clareza sobre Possibilidades de Carreira;Comentários - Clareza sobre Possibilidades de Carreira;Expectativa de Permanência;Comentários - Expectativa de Permanência;eNPS;[Aberta] eNPS
Demo 234;demo234@pinpeople.com.br;demo234@pinpeople.com.br;recursos humanos;analista;profissional;porto alegre;entre 2 e 5 anos;feminino;geração z;empresa;diretoria c;gerência c1;coordenação c12;área c121;20/01/2022;6;-;6;-;6;-;3;-;5;-;2;-;7;-;9;A empresa oferece bons programas de saúde e bem-estar.
Demo 235;demo235@pinpeople.com.br;demo235@pinpeople.com.br;tecnologia;coordenador;profissional;manaus;mais de 5 anos;feminino;geração y;empresa;diretoria c;gerência c1;coordenação c12;área c121;20/01/2022;6;-;1;-;7;-;6;-;6;A comunicação é eficiente.;4;-;5;-;8;Gostaria de ver mais iniciativas de responsabilidade social corporativa.
Demo 236;demo236@pinpeople.com.br;demo236@pinpeople.com.br;administrativo;coordenador;profissional;são paulo;entre 1 e 2 anos;feminino;geração y;empresa;diretoria c;gerência c1;coordenação c12;área c121;20/01/2022;7;-;6;-;7;-;7;-;4;-;2;-;2;-;10;A comunicação entre equipes é eficiente e colaborativa.
Demo 237;demo237@pinpeople.com.br;demo237@pinpeople.com.br;comercial;coordenador;profissional;manaus;entre 2 e 5 anos;feminino;geração y;empresa;diretoria c;gerência c1;coordenação c12;área c121;20/01/2022;6;-;6;-;2;-;5;-;4;-;7;-;1;-;4;Sinto que a carga de trabalho está afetando minha saúde mental.
Demo 238;demo238@pinpeople.com.br;demo238@pinpeople.com.br;financeiro;gerente;gestor;porto alegre;entre 2 e 5 anos;outro;geração x;empresa;diretoria c;gerência c1;coordenação c12;área c121;20/01/2022;5;-;7;-;6;-;3;-;5;-;3;-;1;-;1;A empresa valoriza e respeita as contribuições individuais.
Demo 239;demo239@pinpeople.com.br;demo239@pinpeople.com.br;recursos humanos;gerente;gestor;são paulo;menos de 1 ano;feminino;geração x;empresa;diretoria c;gerência c1;coordenação c12;área c122;20/01/2022;6;-;5;-;2;-;7;-;5;-;2;Há programas de desenvolvimento de carreira disponíveis.;7;-;2;Gostaria de ver mais oportunidades de treinamento e desenvolvimento.
Demo 240;demo240@pinpeople.com.br;demo240@pinpeople.com.br;tecnologia;gerente;gestor;manaus;mais de 5 anos;masculino;geração x;empresa;diretoria c;gerência c1;coordenação c12;área c122;20/01/2022;7;-;7;-;6;-;6;-;5;-;4;-;3;A estabilidade da empresa me dá confiança para permanecer.;3;A liderança demonstra empatia e compreensão.
Demo 241;demo241@pinpeople.com.br;demo241@pinpeople.com.br;administrativo;estagiário;profissional;porto alegre;entre 2 e 5 anos;masculino;geração z;empresa;diretoria c;gerência c1;coordenação c12;área c122;20/01/2022;7;-;6;-;5;-;5;-;6;-;6;-;5;-;9;Sinto que há pouca transparência nas decisões corporativas.
Demo 242;demo242@pinpeople.com.br;demo242@pinpeople.com.br;comercial;estagiário;profissional;brasília;entre 2 e 5 anos;masculino;geração z;empresa;diretoria c;gerência c1;coordenação c12;área c122;20/01/2022;6;-;6;-;6;-;7;-;6;-;5;-;6;-;9;A empresa oferece um ambiente de trabalho inclusivo e diversificado.
Demo 243;demo243@pinpeople.com.br;demo243@pinpeople.com.br;financeiro;analista;profissional;recife;mais de 5 anos;feminino;geração z;empresa;diretoria c;gerência c1;coordenação c12;área c122;20/01/2022;2;-;6;-;4;-;7;O feedback me ajuda a alinhar minhas atividades com os objetivos da empresa.;7;-;4;-;7;-;7;Gostaria de ter mais oportunidades de participar de projetos estratégicos.
Demo 244;demo244@pinpeople.com.br;demo244@pinpeople.com.br;recursos humanos;analista;profissional;são paulo;entre 2 e 5 anos;outro;geração z;empresa;diretoria c;gerência c1;coordenação c12;área c122;20/01/2022;6;-;7;-;5;-;4;-;4;-;1;Gostaria de ter discussões regulares sobre meu progresso profissional.;3;-;4;A cultura da empresa promove a inovação e a melhoria contínua.
Demo 245;demo245@pinpeople.com.br;demo245@pinpeople.com.br;tecnologia;analista;profissional;porto alegre;mais de 5 anos;outro;geração z;empresa;diretoria c;gerência c1;coordenação c12;área c122;20/01/2022;7;-;7;Acredito que minha dedicação é reconhecida pela equipe.;6;-;7;-;7;-;6;-;2;-;7;Sinto que meu trabalho é impactante e significativo.
Demo 246;demo246@pinpeople.com.br;demo246@pinpeople.com.br;administrativo;analista;profissional;recife;mais de 5 anos;outro;geração z;empresa;diretoria c;gerência c1;coordenação c12;área c122;20/01/2022;7;-;7;-;7;-;3;-;5;-;1;-;6;-;4;A empresa oferece benefícios competitivos e atrativos.
Demo 247;demo247@pinpeople.com.br;demo247@pinpeople.com.br;comercial;coordenador;profissional;são paulo;entre 2 e 5 anos;outro;geração y;empresa;diretoria c;gerência c1;coordenação c12;área c122;20/01/2022;7;-;7;-;6;-;5;-;7;-;5;-;4;-;6;Gostaria de ver mais iniciativas para melhorar o bem-estar dos funcionários.
Demo 248;demo248@pinpeople.com.br;demo248@pinpeople.com.br;financeiro;coordenador;profissional;porto alegre;mais de 5 anos;outro;geração y;empresa;diretoria c;gerência c1;coordenação c12;área c122;20/01/2022;2;Estou satisfeito com meu papel atual e desejo me aprofundar nele.;5;-;5;-;3;-;3;Sinto que meu gestor valoriza minha contribuição.;1;-;2;-;10;A liderança é inspiradora e motivadora.
Demo 249;demo249@pinpeople.com.br;demo249@pinpeople.com.br;recursos humanos;coordenador;profissional;recife;mais de 5 anos;feminino;geração y;empresa;diretoria c;gerência c1;coordenação c12;área c122;20/01/2022;7;-;1;-;2;-;7;O feedback é dado de forma construtiva.;4;-;7;-;6;Estou entusiasmado com o futuro da empresa.;4;Sinto que há falta de oportunidades de crescimento na minha área.
Demo 250;demo250@pinpeople.com.br;demo250@pinpeople.com.br;tecnologia;gerente;gestor;brasília;mais de 5 anos;feminino;geração x;empresa;diretoria c;gerência c1;coordenação c12;área c122;20/01/2022;7;-;6;-;6;-;4;-;5;-;5;-;7;-;1;A empresa promove um ambiente de trabalho saudável e positivo.
Demo 251;demo251@pinpeople.com.br;demo251@pinpeople.com.br;administrativo;gerente;gestor;manaus;mais de 5 anos;outro;baby boomer;empresa;diretoria c;gerência c2;coordenação c21;área c211;20/01/2022;4;-;6;-;5;-;3;-;2;-;6;-;4;-;9;Gostaria de ter mais clareza nas expectativas de carreira.
Demo 252;demo252@pinpeople.com.br;demo252@pinpeople.com.br;comercial;gerente;gestor;recife;menos de 1 ano;outro;baby boomer;empresa;diretoria c;gerência c2;coordenação c21;área c211;20/01/2022;7;-;7;-;7;-;1;-;7;-;7;-;1;-;3;A cultura de feedback é forte e construtiva.
Demo 253;demo253@pinpeople.com.br;demo253@pinpeople.com.br;financeiro;estagiário;profissional;recife;menos de 1 ano;masculino;geração z;empresa;diretoria c;gerência c2;coordenação c21;área c211;20/01/2022;6;-;6;-;5;-;4;-;6;Gostaria de mais autonomia nas minhas atividades.;6;-;3;-;10;Sinto que a comunicação interna poderia ser mais eficaz.
Demo 254;demo254@pinpeople.com.br;demo254@pinpeople.com.br;recursos humanos;estagiário;profissional;porto alegre;entre 1 e 2 anos;masculino;geração z;empresa;diretoria c;gerência c2;coordenação c21;área c211;20/01/2022;1;-;5;-;6;-;7;-;1;-;6;Sinto que posso crescer aqui.;1;-;10;A empresa oferece boas oportunidades de desenvolvimento profissional.
Demo 255;demo255@pinpeople.com.br;demo255@pinpeople.com.br;tecnologia;analista;profissional;são paulo;menos de 1 ano;masculino;geração z;empresa;diretoria c;gerência c2;coordenação c21;área c211;20/01/2022;6;Estou aberto a mudanças que beneficiem minha carreira.;7;-;6;-;2;-;6;-;5;-;5;-;6;Gostaria de ver mais reconhecimento pelo trabalho bem feito.
Demo 256;demo256@pinpeople.com.br;demo256@pinpeople.com.br;administrativo;analista;profissional;são paulo;menos de 1 ano;outro;geração z;empresa;diretoria c;gerência c2;coordenação c21;área c211;20/01/2022;6;-;3;-;6;-;6;-;4;-;3;-;4;-;9;A liderança demonstra compromisso com o sucesso da equipe.
Demo 257;demo257@pinpeople.com.br;demo257@pinpeople.com.br;comercial;analista;profissional;porto alegre;mais de 5 anos;feminino;geração z;empresa;diretoria c;gerência c2;coordenação c21;área c211;20/01/2022;3;-;7;-;4;-;7;-;4;-;4;-;2;-;5;Sinto que há pouca inovação nos projetos atuais.
Demo 258;demo258@pinpeople.com.br;demo258@pinpeople.com.br;financeiro;analista;profissional;brasília;mais de 5 anos;masculino;geração z;empresa;diretoria c;gerência c2;coordenação c21;área c211;20/01/2022;6;-;7;-;6;-;6;Gostaria que o feedback fosse uma prática mais frequente.;7;-;6;-;7;-;10;A empresa valoriza a diversidade e a inclusão.
Demo 259;demo259@pinpeople.com.br;demo259@pinpeople.com.br;recursos humanos;coordenador;profissional;são paulo;entre 2 e 5 anos;feminino;geração y;empresa;diretoria c;gerência c2;coordenação c21;área c211;20/01/2022;5;-;7;-;7;-;6;-;5;-;2;-;6;-;9;Gostaria de ter mais oportunidades de liderar iniciativas.
Demo 260;demo260@pinpeople.com.br;demo260@pinpeople.com.br;tecnologia;coordenador;profissional;são paulo;menos de 1 ano;feminino;geração y;empresa;diretoria c;gerência c2;coordenação c21;área c211;20/01/2022;7;-;6;-;4;-;6;-;5;-;2;Sinto que há poucas oportunidades de ascensão na minha área.;6;-;8;A cultura da empresa promove o equilíbrio entre vida pessoal e profissional.
Demo 261;demo261@pinpeople.com.br;demo261@pinpeople.com.br;administrativo;coordenador;profissional;são paulo;entre 1 e 2 anos;masculino;geração y;empresa;diretoria c;gerência c2;coordenação c21;área c211;20/01/2022;6;-;7;-;5;-;5;-;4;-;2;-;5;Estou satisfeito com a direção em que a empresa está indo.;5;Sinto que há falta de suporte para meu desenvolvimento profissional.
Demo 262;demo262@pinpeople.com.br;demo262@pinpeople.com.br;comercial;gerente;gestor;recife;entre 1 e 2 anos;feminino;geração y;empresa;diretoria c;gerência c2;coordenação c21;área c211;20/01/2022;3;-;6;-;7;-;5;-;4;-;3;-;7;-;9;A empresa valoriza a transparência e a honestidade.
Demo 263;demo263@pinpeople.com.br;demo263@pinpeople.com.br;financeiro;gerente;gestor;manaus;menos de 1 ano;masculino;geração y;empresa;diretoria c;gerência c2;coordenação c21;área c211;20/01/2022;7;-;7;-;5;-;7;-;6;-;5;-;1;-;10;Gostaria de ter mais clareza sobre as oportunidades de promoção.
Demo 264;demo264@pinpeople.com.br;demo264@pinpeople.com.br;recursos humanos;coordenador;gestor;são paulo;menos de 1 ano;masculino;geração y;empresa;diretoria c;gerência c2;coordenação c21;área c212;20/01/2022;6;-;7;-;7;Gostaria de ter acesso a mais treinamentos especializados.;4;A comunicação sobre desempenho é eficaz.;5;-;4;-;5;-;5;A liderança incentiva a criatividade e a inovação.
Demo 265;demo265@pinpeople.com.br;demo265@pinpeople.com.br;tecnologia;estagiário;profissional;porto alegre;menos de 1 ano;outro;geração z;empresa;diretoria c;gerência c2;coordenação c21;área c212;20/01/2022;6;-;6;-;5;-;7;-;5;A relação é profissional e respeitosa.;7;-;1;-;9;Sinto que meu trabalho é reconhecido e valorizado.
Demo 266;demo266@pinpeople.com.br;demo266@pinpeople.com.br;administrativo;estagiário;profissional;manaus;menos de 1 ano;feminino;geração z;empresa;diretoria c;gerência c2;coordenação c21;área c212;20/01/2022;6;-;7;-;5;-;7;-;6;-;2;Gostaria de discussões regulares sobre minha carreira.;1;-;10;A empresa oferece bons programas de saúde e bem-estar.
Demo 267;demo267@pinpeople.com.br;demo267@pinpeople.com.br;comercial;analista;profissional;recife;entre 2 e 5 anos;outro;geração z;empresa;diretoria c;gerência c2;coordenação c21;área c212;20/01/2022;6;-;7;-;7;-;6;-;7;-;7;-;6;-;9;Gostaria de ver mais iniciativas de responsabilidade social corporativa.
Demo 268;demo268@pinpeople.com.br;demo268@pinpeople.com.br;financeiro;analista;profissional;são paulo;entre 2 e 5 anos;masculino;geração z;empresa;diretoria c;gerência c2;coordenação c21;área c212;20/01/2022;6;-;6;-;7;-;5;-;3;-;7;-;6;-;9;A comunicação entre equipes é eficiente e colaborativa.
Demo 269;demo269@pinpeople.com.br;demo269@pinpeople.com.br;recursos humanos;analista;profissional;são paulo;entre 2 e 5 anos;outro;geração z;empresa;diretoria c;gerência c2;coordenação c21;área c212;20/01/2022;5;-;1;-;7;-;6;-;5;-;6;-;5;A estabilidade do emprego é importante para mim.;9;Sinto que a carga de trabalho está afetando minha saúde mental.
Demo 270;demo270@pinpeople.com.br;demo270@pinpeople.com.br;tecnologia;analista;profissional;brasília;entre 1 e 2 anos;outro;geração z;empresa;diretoria c;gerência c2;coordenação c21;área c212;20/01/2022;2;Estou satisfeito com meu cargo atual e suas perspectivas.;7;-;7;Estou comprometido com meu desenvolvimento profissional.;7;-;4;-;3;-;5;-;10;A empresa valoriza e respeita as contribuições individuais.
Demo 271;demo271@pinpeople.com.br;demo271@pinpeople.com.br;administrativo;coordenador;profissional;porto alegre;entre 1 e 2 anos;outro;geração y;empresa;diretoria c;gerência c2;coordenação c21;área c212;20/01/2022;6;-;6;-;6;-;1;-;7;Meu gestor está aberto a novas ideias e sugestões.;4;-;7;-;9;Gostaria de ver mais oportunidades de treinamento e desenvolvimento.
Demo 272;demo272@pinpeople.com.br;demo272@pinpeople.com.br;comercial;coordenador;profissional;manaus;menos de 1 ano;masculino;geração y;empresa;diretoria c;gerência c2;coordenação c21;área c212;20/01/2022;7;-;7;-;6;-;7;-;7;-;4;-;3;-;7;A liderança demonstra empatia e compreensão.
Demo 273;demo273@pinpeople.com.br;demo273@pinpeople.com.br;financeiro;coordenador;profissional;manaus;entre 1 e 2 anos;outro;geração y;empresa;diretoria c;gerência c2;coordenação c21;área c212;20/01/2022;6;-;6;-;5;-;6;-;3;-;5;-;6;-;10;Sinto que há pouca transparência nas decisões corporativas.
Demo 274;demo274@pinpeople.com.br;demo274@pinpeople.com.br;recursos humanos;gerente;gestor;recife;entre 1 e 2 anos;outro;geração y;empresa;diretoria c;gerência c2;coordenação c21;área c212;20/01/2022;6;Estou aberto a oportunidades que permitam crescimento pessoal.;7;-;7;-;5;Sinto que minhas sugestões também poderiam ser avaliadas.;4;-;3;-;5;Minha permanência está ligada ao reconhecimento do meu desempenho.;6;A empresa oferece um ambiente de trabalho inclusivo e diversificado.
Demo 275;demo275@pinpeople.com.br;demo275@pinpeople.com.br;tecnologia;gerente;gestor;porto alegre;entre 2 e 5 anos;feminino;geração x;empresa;diretoria c;gerência c2;coordenação c22;área c221;20/01/2022;6;-;7;-;5;-;1;-;6;-;3;-;2;-;9;Gostaria de ter mais oportunidades de participar de projetos estratégicos.
Demo 276;demo276@pinpeople.com.br;demo276@pinpeople.com.br;administrativo;gerente;gestor;porto alegre;entre 1 e 2 anos;feminino;geração x;empresa;diretoria c;gerência c2;coordenação c22;área c221;20/01/2022;6;-;7;-;5;-;7;-;6;-;3;-;2;-;9;A cultura da empresa promove a inovação e a melhoria contínua.
Demo 277;demo277@pinpeople.com.br;demo277@pinpeople.com.br;comercial;estagiário;profissional;recife;menos de 1 ano;outro;geração z;empresa;diretoria c;gerência c2;coordenação c22;área c221;20/01/2022;7;-;5;-;4;-;6;-;5;-;6;-;1;-;10;Sinto que meu trabalho é impactante e significativo.
Demo 278;demo278@pinpeople.com.br;demo278@pinpeople.com.br;financeiro;estagiário;profissional;recife;entre 2 e 5 anos;feminino;geração z;empresa;diretoria c;gerência c2;coordenação c22;área c221;20/01/2022;6;-;7;-;5;-;5;-;6;-;6;-;1;-;6;A empresa oferece benefícios competitivos e atrativos.
Demo 279;demo279@pinpeople.com.br;demo279@pinpeople.com.br;recursos humanos;analista;profissional;brasília;mais de 5 anos;masculino;geração z;empresa;diretoria c;gerência c2;coordenação c21;área c212;20/01/2022;7;-;6;-;1;Sinto que o desenvolvimento profissional é uma prioridade.;7;-;4;-;6;-;2;-;6;Gostaria de ver mais iniciativas para melhorar o bem-estar dos funcionários.
Demo 280;demo280@pinpeople.com.br;demo280@pinpeople.com.br;tecnologia;analista;profissional;brasília;mais de 5 anos;masculino;geração z;empresa;diretoria c;gerência c2;coordenação c22;área c221;20/01/2022;7;-;4;-;5;-;7;-;4;-;5;Tenho um plano de carreira bem definido.;3;-;7;A liderança é inspiradora e motivadora.
Demo 281;demo281@pinpeople.com.br;demo281@pinpeople.com.br;administrativo;analista;profissional;porto alegre;entre 1 e 2 anos;masculino;geração z;empresa;diretoria c;gerência c2;coordenação c22;área c221;20/01/2022;7;-;7;Sinto que minha contribuição é reconhecida pela liderança.;5;-;6;-;1;-;6;-;2;-;4;Sinto que há falta de oportunidades de crescimento na minha área.
Demo 282;demo282@pinpeople.com.br;demo282@pinpeople.com.br;comercial;analista;profissional;porto alegre;entre 1 e 2 anos;masculino;geração z;empresa;diretoria c;gerência c2;coordenação c22;área c221;20/01/2022;7;-;6;-;5;-;5;-;4;-;4;-;6;-;8;A empresa promove um ambiente de trabalho saudável e positivo.
Demo 283;demo283@pinpeople.com.br;demo283@pinpeople.com.br;financeiro;coordenador;profissional;recife;mais de 5 anos;feminino;geração y;empresa;diretoria c;gerência c2;coordenação c22;área c221;20/01/2022;5;-;6;-;6;-;7;-;4;-;6;-;5;-;6;Gostaria de ter mais clareza nas expectativas de carreira.
Demo 284;demo284@pinpeople.com.br;demo284@pinpeople.com.br;recursos humanos;coordenador;profissional;brasília;mais de 5 anos;feminino;geração y;empresa;diretoria c;gerência c2;coordenação c22;área c222;20/01/2022;7;-;7;-;4;-;6;-;2;Sinto que meu gestor poderia delegar mais responsabilidades.;1;-;3;Estou comprometido com os objetivos de longo prazo da empresa.;8;A cultura de feedback é forte e construtiva.
Demo 285;demo285@pinpeople.com.br;demo285@pinpeople.com.br;tecnologia;coordenador;profissional;são paulo;menos de 1 ano;outro;geração y;empresa;diretoria c;gerência c2;coordenação c22;área c221;20/01/2022;1;-;2;-;6;-;7;-;5;-;4;-;2;-;10;Sinto que a comunicação interna poderia ser mais eficaz.
Demo 286;demo286@pinpeople.com.br;demo286@pinpeople.com.br;administrativo;gerente;gestor;manaus;menos de 1 ano;feminino;geração x;empresa;diretoria c;gerência c2;coordenação c22;área c221;20/01/2022;6;-;6;Gostaria de receber mais feedback sobre o meu desempenho.;2;-;5;-;6;-;4;Sinto que há incertezas sobre oportunidades futuras.;2;-;8;A empresa oferece boas oportunidades de desenvolvimento profissional.
Demo 287;demo287@pinpeople.com.br;demo287@pinpeople.com.br;comercial;gerente;gestor;recife;entre 2 e 5 anos;feminino;geração x;empresa;diretoria c;gerência c2;coordenação c22;área c221;20/01/2022;4;-;6;-;5;-;6;-;7;-;5;-;2;-;8;Gostaria de ver mais reconhecimento pelo trabalho bem feito.
Demo 288;demo288@pinpeople.com.br;demo288@pinpeople.com.br;financeiro;coordenador;gestor;são paulo;mais de 5 anos;outro;geração y;empresa;diretoria c;gerência c2;coordenação c22;área c221;20/01/2022;6;-;6;-;6;-;6;-;6;-;7;-;6;-;3;A liderança demonstra compromisso com o sucesso da equipe.
Demo 289;demo289@pinpeople.com.br;demo289@pinpeople.com.br;recursos humanos;estagiário;profissional;manaus;entre 1 e 2 anos;outro;geração z;empresa;diretoria c;gerência c2;coordenação c22;área c222;20/01/2022;7;-;7;-;4;-;7;O feedback me ajuda a alinhar minhas expectativas.;4;-;6;-;4;-;5;Sinto que há pouca inovação nos projetos atuais.
Demo 290;demo290@pinpeople.com.br;demo290@pinpeople.com.br;tecnologia;estagiário;profissional;recife;entre 2 e 5 anos;outro;geração z;empresa;diretoria c;gerência c2;coordenação c22;área c221;20/01/2022;5;-;7;-;7;A empresa poderia oferecer mais workshops internos.;4;-;5;-;6;-;2;-;3;A empresa valoriza a diversidade e a inclusão.
Demo 291;demo291@pinpeople.com.br;demo291@pinpeople.com.br;administrativo;analista;profissional;são paulo;mais de 5 anos;feminino;geração z;empresa;diretoria c;gerência c2;coordenação c22;área c222;20/01/2022;2;-;7;-;7;Os treinamentos internos têm sido muito úteis.;3;-;4;Gostaria de receber mais feedback sobre minhas iniciativas.;7;-;2;-;9;Gostaria de ter mais oportunidades de liderar iniciativas.
Demo 292;demo292@pinpeople.com.br;demo292@pinpeople.com.br;comercial;analista;profissional;brasília;entre 1 e 2 anos;masculino;geração z;empresa;diretoria c;gerência c2;coordenação c22;área c222;20/01/2022;5;-;6;-;7;-;7;-;4;-;5;A empresa oferece caminhos para o crescimento profissional.;3;-;7;A cultura da empresa promove o equilíbrio entre vida pessoal e profissional.
Demo 293;demo293@pinpeople.com.br;demo293@pinpeople.com.br;financeiro;analista;profissional;são paulo;entre 2 e 5 anos;masculino;geração z;empresa;diretoria c;gerência c2;coordenação c22;área c222;20/01/2022;7;-;6;Minha contribuição tem sido significativa para os resultados da equipe.;6;-;7;-;5;-;3;-;5;Considero outras oportunidades devido a falta de crescimento.;9;Sinto que há falta de suporte para meu desenvolvimento profissional.
Demo 294;demo294@pinpeople.com.br;demo294@pinpeople.com.br;recursos humanos;analista;profissional;são paulo;entre 1 e 2 anos;masculino;geração z;empresa;diretoria c;gerência c2;coordenação c22;área c222;20/01/2022;5;-;5;Estou disposto a ajudar colegas para alcançarmos nossos objetivos.;6;-;7;-;6;-;2;-;7;-;9;A empresa valoriza a transparência e a honestidade.
Demo 295;demo295@pinpeople.com.br;demo295@pinpeople.com.br;tecnologia;coordenador;profissional;são paulo;entre 1 e 2 anos;feminino;geração y;empresa;diretoria c;gerência c2;coordenação c22;área c222;20/01/2022;2;-;2;-;5;Estou satisfeito com as oportunidades de desenvolvimento.;6;-;4;-;3;-;4;-;9;Gostaria de ter mais clareza sobre as oportunidades de promoção.
Demo 296;demo296@pinpeople.com.br;demo296@pinpeople.com.br;administrativo;coordenador;profissional;recife;entre 1 e 2 anos;masculino;geração y;empresa;diretoria c;gerência c2;coordenação c22;área c222;20/01/2022;7;-;6;-;6;-;4;-;7;-;2;-;7;-;10;A liderança incentiva a criatividade e a inovação.
Demo 297;demo297@pinpeople.com.br;demo297@pinpeople.com.br;comercial;coordenador;profissional;são paulo;entre 2 e 5 anos;feminino;geração y;empresa;diretoria c;gerência c2;coordenação c22;área c222;20/01/2022;6;-;5;-;5;-;7;-;7;-;5;-;3;-;5;Sinto que meu trabalho é reconhecido e valorizado.
Demo 298;demo298@pinpeople.com.br;demo298@pinpeople.com.br;financeiro;gerente;gestor;brasília;menos de 1 ano;feminino;baby boomer;empresa;diretoria c;gerência c2;coordenação c22;área c222;20/01/2022;7;-;6;-;7;-;5;-;4;-;5;Sinto que há poucas oportunidades de avanço.;7;-;10;A empresa oferece bons programas de saúde e bem-estar.
Demo 299;demo299@pinpeople.com.br;demo299@pinpeople.com.br;recursos humanos;gerente;gestor;brasília;menos de 1 ano;feminino;geração y;empresa;diretoria c;gerência c2;coordenação c22;área c222;20/01/2022;6;-;6;-;5;-;7;Gostaria que o feedback fosse mais detalhado.;1;Gostaria de receber mais feedback sobre meu trabalho.;3;-;3;-;9;Gostaria de ver mais iniciativas de responsabilidade social corporativa.
Demo 300;demo300@pinpeople.com.br;demo300@pinpeople.com.br;tecnologia;coordenador;gestor;porto alegre;entre 1 e 2 anos;masculino;geração y;empresa;diretoria d;gerência d1;coordenação d11;área d111;20/01/2022;7;Gostaria de participar de programas de rotatividade de cargos.;7;-;6;-;7;-;5;-;5;Gostaria de ter mais informações sobre promoções.;3;-;9;A comunicação entre equipes é eficiente e colaborativa.
Demo 301;demo301@pinpeople.com.br;demo301@pinpeople.com.br;administrativo;estagiário;profissional;porto alegre;entre 1 e 2 anos;masculino;geração z;empresa;diretoria c;gerência c2;coordenação c22;área c222;20/01/2022;7;-;6;-;6;-;6;-;4;-;6;-;1;-;10;Sinto que a carga de trabalho está afetando minha saúde mental.
Demo 302;demo302@pinpeople.com.br;demo302@pinpeople.com.br;comercial;estagiário;profissional;brasília;entre 2 e 5 anos;feminino;geração z;empresa;diretoria d;gerência d1;coordenação d11;área d111;20/01/2022;6;-;7;-;5;-;7;-;3;-;2;-;7;-;10;A empresa valoriza e respeita as contribuições individuais.
Demo 303;demo303@pinpeople.com.br;demo303@pinpeople.com.br;financeiro;analista;profissional;brasília;mais de 5 anos;feminino;geração z;empresa;diretoria d;gerência d1;coordenação d11;área d111;20/01/2022;4;-;6;-;6;-;6;-;6;-;4;-;7;-;9;Gostaria de ver mais oportunidades de treinamento e desenvolvimento.
Demo 304;demo304@pinpeople.com.br;demo304@pinpeople.com.br;recursos humanos;analista;profissional;manaus;menos de 1 ano;feminino;geração z;empresa;diretoria d;gerência d1;coordenação d11;área d111;20/01/2022;7;-;3;-;6;-;6;-;2;-;5;-;7;-;9;A liderança demonstra empatia e compreensão.
Demo 305;demo305@pinpeople.com.br;demo305@pinpeople.com.br;tecnologia;analista;profissional;são paulo;entre 2 e 5 anos;masculino;geração z;empresa;diretoria d;gerência d1;coordenação d11;área d111;20/01/2022;7;-;6;-;4;Gostaria de ter um mentor para orientar minha carreira.;7;-;4;-;6;-;5;Pretendo permanecer se houver reconhecimento adequado.;9;Sinto que há pouca transparência nas decisões corporativas.
Demo 306;demo306@pinpeople.com.br;demo306@pinpeople.com.br;administrativo;analista;profissional;porto alegre;entre 1 e 2 anos;feminino;geração z;empresa;diretoria d;gerência d1;coordenação d11;área d111;20/01/2022;5;-;7;-;7;-;1;-;4;-;2;-;4;-;10;A empresa oferece um ambiente de trabalho inclusivo e diversificado.
Demo 307;demo307@pinpeople.com.br;demo307@pinpeople.com.br;comercial;coordenador;profissional;recife;mais de 5 anos;masculino;geração y;empresa;diretoria d;gerência d1;coordenação d11;área d111;20/01/2022;7;-;3;-;6;-;7;-;6;-;4;-;2;-;4;Gostaria de ter mais oportunidades de participar de projetos estratégicos.
Demo 308;demo308@pinpeople.com.br;demo308@pinpeople.com.br;financeiro;coordenador;profissional;manaus;entre 2 e 5 anos;masculino;geração y;empresa;diretoria d;gerência d1;coordenação d11;área d111;20/01/2022;7;Estou contente com meu cargo, mas aberto a novas oportunidades dentro da empresa.;1;-;7;-;3;-;5;-;4;-;6;-;8;A cultura da empresa promove a inovação e a melhoria contínua.
Demo 309;demo309@pinpeople.com.br;demo309@pinpeople.com.br;recursos humanos;coordenador;profissional;brasília;mais de 5 anos;feminino;geração y;empresa;diretoria d;gerência d1;coordenação d11;área d111;20/01/2022;3;-;3;-;7;-;6;-;6;-;3;-;3;-;9;Sinto que meu trabalho é impactante e significativo.
Demo 310;demo310@pinpeople.com.br;demo310@pinpeople.com.br;tecnologia;gerente;gestor;manaus;entre 1 e 2 anos;outro;geração y;empresa;diretoria d;gerência d1;coordenação d11;área d111;20/01/2022;2;-;6;-;6;-;4;-;1;-;2;-;5;-;6;A empresa oferece benefícios competitivos e atrativos.
Demo 311;demo311@pinpeople.com.br;demo311@pinpeople.com.br;administrativo;gerente;gestor;manaus;entre 1 e 2 anos;outro;geração y;empresa;diretoria d;gerência d1;coordenação d11;área d112;20/01/2022;6;-;7;-;7;-;5;-;4;-;4;-;5;-;9;Gostaria de ver mais iniciativas para melhorar o bem-estar dos funcionários.
Demo 312;demo312@pinpeople.com.br;demo312@pinpeople.com.br;comercial;gerente;gestor;porto alegre;entre 1 e 2 anos;masculino;geração x;empresa;diretoria d;gerência d1;coordenação d11;área d111;20/01/2022;6;-;7;-;3;-;3;-;5;-;3;-;6;-;8;A liderança é inspiradora e motivadora.
